id,område,route,kontekst,type,nuværende_tekst,status,problemkategori,bemærkning,forslag,prioritet,fil,linje,dynamisk
HAV-0777,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Aftenerne kryber tættere på.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,92,nej
HAV-0778,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Haven gemmer allerede på næste forår.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,93,nej
HAV-0779,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Der er stadig lidt tid til de første spirer.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,98,nej
HAV-0780,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Haven hviler — det må du også gerne.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,99,nej
HAV-0781,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Frøene venter trygt på foråret.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,102,nej
HAV-0782,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,{maaned} er til planer og frøkataloger.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,103,ja
HAV-0783,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Lyset vender langsomt tilbage.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,106,nej
HAV-0784,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,De bedste sæsoner starter i tankerne.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,107,nej
HAV-0785,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,Haven sover — drømmene om den behøver ikke.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,110,nej
HAV-0786,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): stemningslinje (årstid × dagsdel),ui/microcopy,"Forårets første såning er tættere på, end den føles.",auto-gennemgået,OK,,,,src/lib/havehilsen.ts,111,nej
HAV-0787,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): månedsfremdrift-linjer,ui/microcopy,${Måned} er lige begyndt i haven. / … er godt i gang i haven. / … er næsten halvvejs gennem haven. / … er mere end halvvejs gennem haven. / … rinder ud i haven.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,149,ja
HAV-0788,Havebog,delt,Havehilsen (pt. død kode — modulet importeres ingen steder): nedtælling til årstidsskifte,ui/microcopy,Der er ${to|n} dage til den første ${forårsmåned|sommermåned|efterårsmåned|vintermåned}.,auto-gennemgået,OK,,,,src/lib/havehilsen.ts,177,ja
HAV-0789,Havebog,/,Lånt erfaring (januar): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året planlægger mange dyrkere sæsonen med frøkataloger og sidste års noter.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,34,ja
HAV-0790,Havebog,/,Lånt erfaring (januar): historik-tom-tilstand,dyrkningsfakta,"De fleste dyrkningshistorier begynder i januar — med en plan, længe før det første frø rører jord.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,35,ja
HAV-0791,Havebog,/,"Lånt erfaring (januar): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,Mange dyrkere bruger januar på at bestille frø og tegne årets bede.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,36,ja
HAV-0792,Havebog,/,Lånt erfaring (februar): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året sår mange dyrkere chili og peberfrugt indendørs — de langsomste sorter først.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,40,ja
HAV-0793,Havebog,/,Lånt erfaring (februar): historik-tom-tilstand,dyrkningsfakta,Chili og peberfrugt hører til sæsonens tidligste såninger — typisk 10-21 dage om at spire ved stuevarme.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,41,ja
HAV-0794,Havebog,/,"Lånt erfaring (februar): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,De tidligste såninger står i vindueskarme landet over netop nu.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,42,ja
HAV-0795,Havebog,/,Lånt erfaring (marts): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året forspirer mange dyrkere deres tomater — marts er den klassiske tomatmåned.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,46,ja
HAV-0796,Havebog,/,Lånt erfaring (marts): historik-tom-tilstand,dyrkningsfakta,Tomater sået i marts giver typisk høst fra sidst i juli — omkring 110-130 dage fra frø til frugt.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,47,ja
HAV-0797,Havebog,/,"Lånt erfaring (marts): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,Marts er forspirings-måneden — vindueskarmene fyldes med såbakker.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,48,ja
HAV-0798,Havebog,/,Lånt erfaring (april): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året prikler mange dyrkere deres forspirede planter om i egne potter.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,52,ja
HAV-0799,Havebog,/,Lånt erfaring (april): historik-tom-tilstand,dyrkningsfakta,"April er priklemåneden — de fleste forspirede planter flyttes til egne potter, når andet bladpar viser sig.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,53,ja
HAV-0800,Havebog,/,"Lånt erfaring (april): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,Mange dyrkere prikler og udplanter de hårdføre sorter i disse uger.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,54,ja
HAV-0801,Havebog,/,Lånt erfaring (maj): På denne dag-tom-tilstand,dyrkningsfakta,"På denne tid af året hærder mange dyrkere deres planter af — et par timer ude ad gangen, mere dag for dag.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,58,ja
HAV-0802,Havebog,/,Lånt erfaring (maj): historik-tom-tilstand,dyrkningsfakta,"Maj er overgangsmåneden: planter der har levet indendørs siden marts, vænnes langsomt til livet udenfor.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,59,ja
HAV-0803,Havebog,/,"Lånt erfaring (maj): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,Afhærdning fylder i de fleste haver netop nu — tålmodigheden i maj betaler sig i juli.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,60,ja
HAV-0804,Havebog,/,Lånt erfaring (juni): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året begynder mange dyrkere at hærde tomater og chili af før udplantning.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,64,ja
HAV-0805,Havebog,/,Lånt erfaring (juni): historik-tom-tilstand,dyrkningsfakta,Den typiske danske dyrker høster de første tomater 110-130 dage efter såning — for marts-såninger vil det sige fra sidst i juli.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,65,ja
HAV-0806,Havebog,/,"Lånt erfaring (juni): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,De fleste varmekrævende sorter kommer i jorden i disse uger — jorden er varm nok nu.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,66,ja
HAV-0807,Havebog,/,Lånt erfaring (juli): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året høster mange dyrkere deres første tomater — og binder op løbende.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,70,ja
HAV-0808,Havebog,/,Lånt erfaring (juli): historik-tom-tilstand,dyrkningsfakta,Juli er den måned hvor de fleste haver vender: fra pleje til høst.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,71,ja
HAV-0809,Havebog,/,"Lånt erfaring (juli): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,"Højsommerens rytme er vanding, opbinding og de første høster.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,72,ja
HAV-0810,Havebog,/,Lånt erfaring (august): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året står de fleste køkkenhaver i fuld produktion — høst lidt ad gangen og ofte.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,76,ja
HAV-0811,Havebog,/,Lånt erfaring (august): historik-tom-tilstand,dyrkningsfakta,"August er hovedhøstmåneden i de fleste danske haver — det der blev sået i marts, fylder kurvene nu.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,77,ja
HAV-0812,Havebog,/,"Lånt erfaring (august): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,"Mange dyrkere sår efterårssalat og spinat nu, mens hovedhøsten ruller.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,78,ja
HAV-0813,Havebog,/,Lånt erfaring (september): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året samler mange dyrkere frø fra deres bedste planter til næste sæson.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,82,ja
HAV-0814,Havebog,/,Lånt erfaring (september): historik-tom-tilstand,dyrkningsfakta,September er frøsamlingens måned — det er her næste års have begynder.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,83,ja
HAV-0815,Havebog,/,"Lånt erfaring (september): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,Sensommeren handler om at høste færdigt og gemme frø på tørre dage.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,84,ja
HAV-0816,Havebog,/,Lånt erfaring (oktober): På denne dag-tom-tilstand,dyrkningsfakta,På denne tid af året graver mange dyrkere deres dahlia-knolde op før den første nattefrost.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,88,ja
HAV-0817,Havebog,/,Lånt erfaring (oktober): historik-tom-tilstand,dyrkningsfakta,"Oktober lukker sæsonen for de fleste — knolde graves op, og bedene dækkes til vinter.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,89,ja
HAV-0818,Havebog,/,"Lånt erfaring (oktober): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,"De sidste afgrøder kommer ind, og mange dyrkere rydder bede i disse uger.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,90,ja
HAV-0819,Havebog,/,Lånt erfaring (november): På denne dag-tom-tilstand,dyrkningsfakta,"På denne tid af året sætter mange dyrkere hvidløg — den tålmodiges afgrøde, der først høstes til sommer.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,94,ja
HAV-0820,Havebog,/,Lånt erfaring (november): historik-tom-tilstand,dyrkningsfakta,Hvidløg sat i november står i jorden i over et halvt år — sæsonens længste løfte.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,95,ja
HAV-0821,Havebog,/,"Lånt erfaring (november): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,"Haven går i hvile, men hvidløg og forårsløg kommer i jorden netop nu.",auto-flagget,UKLAR_UX_COPY,"""Forårsløg"" er tvetydigt (grøntsagen forårsløg sås om foråret; forårsblomstrende blomsterløg lægges i efteråret) — samme formulering flagget i actions/havebog.ts.",,P2,src/lib/havevisdom.ts,96,ja
HAV-0822,Havebog,/,Lånt erfaring (december): På denne dag-tom-tilstand,dyrkningsfakta,"På denne tid af året evaluerer mange dyrkere sæsonen — hvad virkede, og hvad skal prøves igen.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,100,ja
HAV-0823,Havebog,/,Lånt erfaring (december): historik-tom-tilstand,dyrkningsfakta,December er eftertankens måned: de bedste dyrkere lærer mere af noterne end af kataloget.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,101,ja
HAV-0824,Havebog,/,"Lånt erfaring (december): lige nu-linje (Ildstedet, ny bruger)",dyrkningsfakta,Haven hviler — og mange dyrkere planlægger allerede næste sæson.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,102,ja
HAV-0825,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,"Jorden skal være lun, før de varmekære frø spirer villigt.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,134,ja
HAV-0826,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,"Forspirede planter trives bedst, når de vænnes langsomt til livet udenfor.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,135,ja
HAV-0827,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,Et tyndt lag kompost nu giver næring sæsonen igennem.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,136,ja
HAV-0828,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,Tålmodighed i foråret betaler sig om sommeren — koldskudte planter henter sjældent det tabte.,auto-flagget,UKLAR_UX_COPY,"""koldskudte"" er ikke et etableret dansk (have)ord — menes formentlig kuldeskadede/kuldestressede planter.",,P2,src/lib/havevisdom.ts,137,ja
HAV-0829,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,De fleste fejl i foråret handler om at have for travlt.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,138,ja
HAV-0830,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,"Havearbejde har en dokumenteret positiv effekt på trivsel — også de dage, hvor intet spirer endnu.",auto-flagget,FAGLIGT_TJEK_NØDVENDIGT,Påstand om dokumenteret effekt på trivsel — bør have kilde-belæg jf. ærligheds-reglen.,,P2,src/lib/havevisdom.ts,139,ja
HAV-0831,Havebog,/,Havevisdom-pulje (forår): dagens visdomslinje,dyrkningsfakta,"Sås der lidt ad gangen med et par ugers mellemrum, holder høsten længere.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,140,ja
HAV-0832,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,"Tomater giver mere, hvis sideskuddene nippes løbende.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,143,ja
HAV-0833,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,Vanding tidligt om morgenen fordamper mindre end vanding midt på dagen.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,144,ja
HAV-0834,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,En have passet ti minutter om dagen trives bedre end en have passet en time om ugen.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,145,ja
HAV-0835,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,"De fleste salater bliver bitre, når de går i stok — høst hellere for tidligt end for sent.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,146,ja
HAV-0836,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,"Bier og svirrefluer finder lettere de haver, hvor noget altid blomstrer.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,147,ja
HAV-0837,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,Frø sat til lige nu når stadig at give høst inden efteråret.,auto-flagget,UKLAR_UX_COPY,"""Frø sat til"" er uidiomatisk (""at sætte frø"" betyder at planten går i frø). Menes ""frø sået nu"".","Frø, der sås nu, når stadig at give høst inden efteråret.",P2,src/lib/havevisdom.ts,148,ja
HAV-0838,Havebog,/,Havevisdom-pulje (sommer): dagens visdomslinje,dyrkningsfakta,En tur i haven om aftenen afslører mere end et hurtigt blik om morgenen.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,149,ja
HAV-0839,Havebog,/,Havevisdom-pulje (efterår): dagens visdomslinje,dyrkningsfakta,Frø fra årets bedste planter er ofte de bedste at gemme til næste år.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,152,ja
HAV-0840,Havebog,/,Havevisdom-pulje (efterår): dagens visdomslinje,dyrkningsfakta,Et bed dækket med blade eller halm bevarer livet i jorden vinteren over.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,153,ja
HAV-0841,Havebog,/,Havevisdom-pulje (efterår): dagens visdomslinje,dyrkningsfakta,"Efteråret er den bedste tid at plante det, der skal stå klar til foråret.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,154,ja
HAV-0842,Havebog,/,Havevisdom-pulje (efterår): dagens visdomslinje,dyrkningsfakta,"Det meste af årets læring ligger i, hvad der gik anderledes end ventet.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,155,ja
HAV-0843,Havebog,/,Havevisdom-pulje (efterår): dagens visdomslinje,dyrkningsfakta,"Løg sat nu blomstrer som det første, når foråret vender tilbage.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,156,ja
HAV-0844,Havebog,/,Havevisdom-pulje (efterår): dagens visdomslinje,dyrkningsfakta,En sidste høst smager ofte bedst — den er ventet længst.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,157,ja
HAV-0845,Havebog,/,Havevisdom-pulje (vinter): dagens visdomslinje,dyrkningsfakta,"De bedste sæsoner planlægges, mens haven hviler.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,160,ja
HAV-0846,Havebog,/,Havevisdom-pulje (vinter): dagens visdomslinje,dyrkningsfakta,Frøkataloger om vinteren er halvdelen af glæden ved at dyrke.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,161,ja
HAV-0847,Havebog,/,Havevisdom-pulje (vinter): dagens visdomslinje,dyrkningsfakta,Jorden hviler nu — det må gartneren også gerne.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,162,ja
HAV-0848,Havebog,/,Havevisdom-pulje (vinter): dagens visdomslinje,dyrkningsfakta,En plan tegnet i januar spirer ofte bedre end et indfald i maj.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,163,ja
HAV-0849,Havebog,/,Havevisdom-pulje (vinter): dagens visdomslinje,dyrkningsfakta,"Vinteren er tiden til at læse årets noter, før de glemmes.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,164,ja
HAV-0850,Havebog,/,Havevisdom-pulje (vinter): dagens visdomslinje,dyrkningsfakta,De hårdføre krydderurter i vindueskarmen holder haven i live indtil foråret.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,165,ja
HAV-0851,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"Snart er nætterne lune nok til, at de varmekære planter kan komme ud.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,187,ja
HAV-0852,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,Om kort tid eksploderer haven — maj og juni er årets hurtigste måneder.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,188,ja
HAV-0853,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"De første udplantninger nærmer sig; haven står på spring.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,189,ja
HAV-0854,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,Mange dyrkere begynder allerede nu at planlægge efterårets afgrøder.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,192,ja
HAV-0855,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,Om få uger er det tid til at så efterårssalat og asiatisk bladgrønt.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,193,ja
HAV-0856,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,Højsommeren er tæt på — snart topper både høst og blomstring.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,194,ja
HAV-0857,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"Nu er det tid til at tænke på, hvad der skal dække jorden vinteren over.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,197,ja
HAV-0858,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"Snart kan forårsløgene komme i jorden — det første, der vågner næste år.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,198,ja
HAV-0859,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"De sidste høster gemmes; haven gør sig klar til at hvile.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,199,ja
HAV-0860,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,Om få måneder begynder de første såninger på vindueskarmen.,auto-gennemgået,OK,,,,src/lib/havevisdom.ts,202,ja
HAV-0861,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"Det er nu, årets plan og frøbestilling tager form.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,203,ja
HAV-0862,Havebog,/,Ildstedet: blik fremad-linje (sæsonpulje),dyrkningsfakta,"Foråret er tættere på, end det føles — de tidligste chilier sås snart.",auto-gennemgået,OK,,,,src/lib/havevisdom.ts,204,ja
KAL-0001,Kalender,/kalender,"Server actions createUserGardenTask/adminCreateGeneralTask, fallback-fejl",system/status/fejl,Kunne ikke oprette,auto-gennemgået,OK,,,,src/actions/aarshjul.ts,160,nej
KAL-0002,Kalender,/kalender,"Server actions i aarshjul.ts, gennemgående fejlmønster",system/status/fejl,${error.message},auto-flagget,UKLAR_UX_COPY,Rå engelske Supabase-fejlbeskeder returneres direkte (update/delete/hide/unhide + admin-actions),Oversæt til generisk dansk fejlbesked,P2,src/actions/aarshjul.ts,184,ja
KAL-0003,Kalender,delt,"Server action createTask, fallback-fejl",system/status/fejl,Kunne ikke oprette,auto-gennemgået,OK,,,,src/actions/havekalender.ts,199,nej
KAL-0004,Kalender,delt,"Server actions i havekalender.ts, gennemgående fejlmønster",system/status/fejl,${error.message},auto-flagget,UKLAR_UX_COPY,Rå engelske Supabase-fejlbeskeder returneres direkte og vises i UI (update/complete/uncomplete/delete),Oversæt til generisk dansk fejlbesked,P2,src/actions/havekalender.ts,236,ja
KAL-0005,Kalender,delt,"Server actions updateTask/completeTask, opgave mangler",system/status/fejl,Opgave ikke fundet,auto-gennemgået,OK,,,,src/actions/havekalender.ts,238,nej
KAL-0006,Kalender,delt,"Server action completeTaskWithLog, log-fejl",system/status/fejl,"Opgave markeret udført, men log-entry fejlede: ${logErr.message}",auto-flagget,UKLAR_UX_COPY,Engelsk 'log-entry' + rå engelsk Supabase-fejltekst vises for brugeren,"Opgaven blev markeret udført, men kunne ikke gemmes i plantens log. Prøv igen.",P2,src/actions/havekalender.ts,327,ja
KAL-0007,Kalender,delt,"Server action updateSowingEvent, fallback-fejl",system/status/fejl,Kunne ikke opdatere,auto-gennemgået,OK,,,,src/actions/sowing-events.ts,82,nej
KAL-0008,Kalender,delt,"Server actions i sowing-events.ts, gennemgående fejlmønster",system/status/fejl,${error.message},auto-flagget,UKLAR_UX_COPY,Rå engelske Supabase-fejlbeskeder returneres direkte (update/delete),Oversæt til generisk dansk fejlbesked,P2,src/actions/sowing-events.ts,107,ja
KAL-0009,Kalender,/kalender,"Server action addGeneralTasksToCalendar, alle fejlveje",system/status/fejl,${templatesErr.message} | ${error.message},auto-flagget,UKLAR_UX_COPY,Filen har INGEN danske fejltekster — kun rå engelske Supabase-beskeder returneres til UI,"Tilføj dansk fallback, fx 'Kunne ikke tilføje gøremål'",P2,src/actions/year-wheel.ts,73,ja
KAL-0010,Kalender,/admin/aarshjul,"Admin årshjul, prioritets-labels",ui/microcopy,Lav | Medium | Høj | Kritisk,auto-gennemgået,OK,,,,src/app/(app)/admin/aarshjul/page.tsx,16,ja
KAL-0011,Kalender,/admin/aarshjul,"Admin årshjul, tilbage-knap aria-label",navigation,Tilbage,auto-gennemgået,OK,,,,src/app/(app)/admin/aarshjul/page.tsx,39,nej
KAL-0012,Kalender,/admin/aarshjul,"Admin årshjul, sidetitel + undertitel",ui/microcopy,Årshjul — administration | Globale gøremål synlige for alle brugere. Ændringer er øjeblikkelige.,auto-gennemgået,OK,,,,src/app/(app)/admin/aarshjul/page.tsx,44,nej
KAL-0013,Kalender,/admin/aarshjul,"Admin årshjul, badge på aktuel måned",ui/microcopy,i dag,auto-flagget,UKLAR_UX_COPY,"Badgen markerer den aktuelle MÅNED, men siger 'i dag' — forkert tidsenhed",nu (el. 'denne måned'),P2,src/app/(app)/admin/aarshjul/page.tsx,70,nej
KAL-0014,Kalender,/admin/aarshjul,"Admin årshjul, måneds-tæller + tom måned + inaktiv-badge",ui/microcopy,${monthTasks.length} gøremål | Ingen gøremål endnu. | Inaktiv,auto-gennemgået,OK,,,,src/app/(app)/admin/aarshjul/page.tsx,75,ja
KAL-0015,Kalender,/kalender,Sideintro-note (vises til nye brugere uden egne gøremål),hjælp/onboarding,"Se hvad der giver mening nu | Potalot bruger sæson, vejr og dine planter til at foreslå opgaver, når de er relevante.",auto-flagget,INKONSISTENT_TERMINOLOGI,Stavemåden 'Potalot' her vs. 'PotAlot' i challenges-copy (kalender-client.tsx linje 374) — brandnavnet staves to måder i samme sektion,Vælg én kanonisk stavemåde,P2,src/app/(app)/kalender/page.tsx,92,nej
KAL-0016,Kalender,/kalender,"Årshjul, sæson-kapitler",navigation,Forår | Sommer | Efterår | Vinter,auto-gennemgået,OK,,,,src/components/havekalender/aarshjul.tsx,39,nej
KAL-0017,Kalender,/kalender,"Årshjul-sektion (skjult bag feature-flag), eyebrow",ui/microcopy,Årshjul ${aktuelAar()} · naturens gang,auto-gennemgået,OK,,,,src/components/havekalender/aarshjul.tsx,71,ja
KAL-0018,Kalender,/kalender,"Årshjul, badge på aktuel måned",ui/microcopy,Nu,auto-gennemgået,OK,,,,src/components/havekalender/aarshjul.tsx,146,nej
KAL-0019,Kalender,/kalender,"Årshjul, tæller over månedsnavn",ui/microcopy,${antal} ting du kan gøre i,auto-gennemgået,OK,,,,src/components/havekalender/aarshjul.tsx,150,ja
KAL-0020,Kalender,delt,"Opgave-dialog, aria-label på redigér-knap",ui/microcopy,Redigér opgave,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,107,nej
KAL-0021,Kalender,delt,"Opgave-dialog, trigger-knap",ui/microcopy,Ny opgave,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,113,nej
KAL-0022,Kalender,delt,"Opgave-dialog, titel (edit/create)",formular,Redigér opgave | Ny opgave,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,119,ja
KAL-0023,Kalender,delt,"Opgave-dialog, beskrivelse (edit)",formular,Ret detaljerne på opgaven.,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,121,nej
KAL-0024,Kalender,delt,"Opgave-dialog, beskrivelse (create)",formular,Tilføj en opgave til din kalender.,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,121,nej
KAL-0025,Kalender,delt,"Opgave-dialog, felt-label",formular,Titel *,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,126,nej
KAL-0026,Kalender,delt,"Opgave-dialog, titel-placeholder",formular,Fx. Køb planteskilte,auto-flagget,TEGNSÆTNING,"'fx' skrives uden punktum på dansk; 'Fx.' blander 'fx' og 'f.eks.'",Fx Køb planteskilte,P2,src/components/havekalender/add-task-dialog.tsx,130,nej
KAL-0027,Kalender,delt,"Opgave-dialog, felt-label",formular,Beskrivelse,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,137,nej
KAL-0028,Kalender,delt,"Opgave-dialog, beskrivelse-placeholder",formular,Mere kontekst (valgfrit),auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,141,nej
KAL-0029,Kalender,delt,"Opgave-dialog, felt-labels",formular,Dato | Type | Prioritet,auto-gennemgået,OK,,,,src/components/havekalender/add-task-dialog.tsx,149,nej
